Longitude,Latitude,Grid(Long-Lad size 0.00005),Grid2(Long-Lad size 0.0005),Grid3(Long-Lad size 0.0001),Grid4(Long-Lad size 0.001),Roadsegment
-8.628012,41.157738,122_43,13_5,61_22,7_3,274016
-8.627544,41.158458,131_58,14_6,66_29,7_3,2653
-8.625249,41.159574,177_80,18_8,89_40,9_4,2652
-8.624925,41.159754,183_83,19_9,92_42,10_5,2652
-8.624268,41.159988,197_88,20_9,99_44,10_5,208041
-8.623539,41.158692,211_62,22_7,106_31,11_4,208984
-8.623629,41.158638,209_61,21_7,105_31,11_4,208984
-8.62407,41.158836,200_65,20_7,100_33,10_4,208983
-8.624601,41.159241,190_73,19_8,95_37,10_4,208980
-8.624646,41.159385,189_76,19_8,95_38,10_4,208978
-8.623323,41.157045,215_29,22_3,108_15,11_2,80862
-8.623602,41.157045,210_29,21_3,105_15,11_2,80862
-8.623665,41.156946,209_27,21_3,105_14,11_2,80862
-8.624277,41.15709,196_30,20_3,98_15,10_2,12223
-8.624925,41.157198,183_32,19_4,92_16,10_2,2971
-8.625159,41.156343,179_15,18_2,90_8,9_1,10813
-8.623449,41.155686,213_2,22_1,107_1,11_1,10798
-8.62758,41.157567,130_40,13_4,65_20,7_2,2966
-8.627985,41.15781,122_45,13_5,61_23,7_3,274017
-8.628039,41.157981,121_48,13_5,61_24,7_3,274018
-8.628687,41.158908,108_67,11_7,54_34,6_4,134548
-8.629398,41.158863,94_66,10_7,47_33,5_4,276242
-8.630091,41.158503,80_58,8_6,40_29,4_3,250694
-8.630019,41.157414,82_37,9_4,41_19,5_2,250702
-8.629506,41.156757,92_24,10_3,46_12,5_2,208935
-8.629686,41.156055,88_9,9_1,44_5,5_1,225124
-8.630766,41.159862,67_86,7_9,34_43,4_5,142764
-8.630226,41.159214,77_73,8_8,39_37,4_4,156183
-8.630145,41.159133,79_71,8_8,40_36,4_4,156184
-8.629866,41.15862,85_61,9_7,43_31,5_4,276245
-8.630235,41.15808,77_50,8_5,39_25,4_3,276265
-8.629767,41.15709,87_30,9_3,44_15,5_2,276256
-8.629011,41.156964,102_28,11_3,51_14,6_2,276260
-8.628021,41.156307,121_15,13_2,61_8,7_1,80864
-8.624718,41.160006,188_89,19_9,94_45,10_5,276584
-8.624655,41.159592,189_80,19_8,95_40,10_4,208975
-8.624079,41.159106,200_71,20_8,100_36,10_4,16855
-8.633421,41.158683,13_62,2_7,7_31,1_4,128149
-8.632683,41.158485,28_58,3_6,14_29,2_3,288431
-8.631135,41.15835,59_55,6_6,30_28,3_3,288427
-8.63091,41.158296,64_54,7_6,32_27,4_3,288427
-8.630253,41.157954,77_47,8_5,39_24,4_3,276248
-8.629578,41.157108,90_31,9_4,45_16,5_2,250708
-8.629488,41.157054,92_29,10_3,46_15,5_2,274004
-8.628993,41.157045,102_29,11_3,51_15,6_2,274007
-8.628129,41.157432,119_37,12_4,60_19,6_2,276274
-8.626986,41.157585,142_40,15_4,71_20,8_2,2967
-8.625573,41.157369,170_36,17_4,85_18,9_2,2971
-8.625132,41.157279,179_34,18_4,90_17,9_2,2971
-8.625141,41.156487,179_18,18_2,90_9,9_1,10813
-8.623602,41.155776,210_4,21_1,105_2,11_1,10798
-8.628327,41.156847,115_25,12_3,58_13,6_2,80864
-8.62839,41.157054,114_29,12_3,57_15,6_2,276271
-8.627904,41.157675,124_42,13_5,62_21,7_3,276278
-8.627841,41.157981,125_48,13_5,63_24,7_3,276267
-8.62947,41.158809,92_65,10_7,46_33,5_4,276242
-8.62965,41.158836,89_65,9_7,45_33,5_4,276243
-8.63019,41.158431,78_57,8_6,39_29,4_3,250694
-8.630307,41.157297,76_34,8_4,38_17,4_2,10196
-8.631774,41.157036,46_29,5_3,23_15,3_2,259927
-8.632998,41.158386,22_56,3_6,11_28,2_3,259929
-8.625168,41.157342,179_35,18_4,90_18,9_2,2951
-8.627733,41.157882,127_46,13_5,64_23,7_3,276266
-8.628435,41.158503,113_58,12_6,57_29,6_3,278836
-8.629731,41.158674,87_62,9_7,44_31,5_4,250690
-8.631072,41.158233,60_53,6_6,30_27,3_3,288427
-8.633898,41.158854,4_65,1_7,2_33,1_4,288419
-8.632458,41.158494,33_58,4_6,17_29,2_3,288431
-8.631414,41.158458,54_58,6_6,27_29,3_3,288427
-8.630955,41.158575,63_60,7_6,32_30,4_3,288427
-8.629929,41.157657,83_42,9_5,42_21,5_3,225324
-8.629776,41.157261,86_34,9_4,43_17,5_2,273999
-8.629101,41.156991,100_28,10_3,50_14,5_2,276260
-8.62884,41.157054,105_29,11_3,53_15,6_2,276261
-8.628543,41.157072,111_30,12_3,56_15,6_2,276271
-8.625744,41.157225,167_33,17_4,84_17,9_2,2951
-8.625438,41.157405,173_36,18_4,87_18,9_2,2951
-8.625294,41.157441,176_37,18_4,88_19,9_2,2951
-8.624673,41.157666,188_42,19_5,94_21,10_3,3587
-8.624277,41.158872,196_66,20_7,98_33,10_4,3587
-8.623413,41.158629,214_61,22_7,107_31,11_4,208984
-8.632314,41.158566,36_60,4_6,18_30,2_3,288430
-8.630964,41.158341,63_55,7_6,32_28,4_3,288427
-8.63064,41.158476,69_58,7_6,35_29,4_3,288427
-8.629848,41.15772,85_43,9_5,43_22,5_3,225327
-8.629686,41.157234,88_33,9_4,44_17,5_2,250646
-8.628777,41.157279,106_34,11_4,53_17,6_2,274041
-8.628282,41.157513,116_39,12_4,58_20,6_2,225384
-8.626518,41.157405,152_36,16_4,76_18,8_2,2969
-8.625249,41.157279,177_34,18_4,89_17,9_2,2971
-8.624934,41.157198,183_32,19_4,92_16,10_2,2971
-8.625222,41.156208,177_13,18_2,89_7,9_1,10813
-8.624475,41.155695,192_2,20_1,96_1,10_1,18394
-8.630973,41.160051,62_89,7_9,31_45,4_5,142763
-8.63109,41.160159,60_92,6_10,30_46,3_5,142763
-8.627625,41.157612,129_41,13_5,65_21,7_3,2952
-8.628012,41.158125,122_51,13_6,61_26,7_3,276268
-8.628327,41.158611,115_61,12_7,58_31,6_4,134546
-8.629605,41.158872,90_66,9_7,45_33,5_4,276243
-8.629722,41.158809,87_65,9_7,44_33,5_4,276244
-8.630397,41.158296,74_54,8_6,37_27,4_3,231193
-8.632818,41.158665,26_62,3_7,13_31,2_4,288432
-8.628822,41.156208,105_13,11_2,53_7,6_1,254816
-8.62911,41.156406,100_17,10_2,50_9,5_1,254821
-8.625087,41.157288,180_34,18_4,90_17,9_2,2951
-8.627724,41.157729,127_43,13_5,64_22,7_3,2952
-8.627994,41.158269,122_54,13_6,61_27,7_3,276269
-8.629425,41.158845,93_65,10_7,47_33,5_4,276242
-8.630343,41.157693,75_42,8_5,38_21,4_3,276250
-8.629515,41.156613,92_21,10_3,46_11,5_2,208935
-8.623737,41.157054,207_29,21_3,104_15,11_2,80862
-8.62587,41.157423,164_37,17_4,82_19,9_2,2951
-8.627832,41.157738,125_43,13_5,63_22,7_3,2954
-8.628102,41.158062,120_50,12_5,60_25,6_3,276267
-8.628723,41.158773,107_64,11_7,54_32,6_4,134548
-8.62965,41.158827,89_65,9_7,45_33,5_4,276243
-8.629839,41.158755,85_63,9_7,43_32,5_4,276244
-8.630973,41.158323,62_55,7_6,31_28,4_3,288427
-8.632989,41.158629,22_61,3_7,11_31,2_4,288418
-8.623818,41.15709,206_30,21_3,103_15,11_2,53210
-8.623647,41.157693,209_42,21_5,105_21,11_3,53210
-8.623539,41.157765,211_44,22_5,106_22,11_3,53210
-8.623458,41.15772,213_43,22_5,107_22,11_3,53210
-8.630343,41.157567,75_40,8_4,38_20,4_2,276251
-8.630127,41.157243,79_33,8_4,40_17,4_2,276254
-8.628903,41.156982,104_28,11_3,52_14,6_2,276261
-8.628777,41.157,106_28,11_3,53_14,6_2,276261
-8.62857,41.156937,110_27,11_3,55_14,6_2,80865
-8.628156,41.156379,119_16,12_2,60_8,6_1,80864
-8.628759,41.159628,107_81,11_9,54_41,6_5,136780
-8.629326,41.158845,95_65,10_7,48_33,5_4,276242
-8.629893,41.158647,84_61,9_7,42_31,5_4,276245
-8.630226,41.158287,77_54,8_6,39_27,4_3,276247
-8.630253,41.157405,77_36,8_4,39_18,4_2,10192
-8.630964,41.156937,63_27,7_3,32_14,4_2,10197
-8.631855,41.157072,45_30,5_3,23_15,3_2,259927
-8.632701,41.158008,28_49,3_5,14_25,2_3,259925
-8.633952,41.158809,3_65,1_7,2_33,1_4,288419
-8.628012,41.156199,122_12,13_2,61_6,7_1,80864
-8.628471,41.156739,112_23,12_3,56_12,6_2,80864
-8.628354,41.157261,115_34,12_4,58_17,6_2,274012
-8.628075,41.157558,120_40,12_4,60_20,6_2,274014
-8.627967,41.157927,123_47,13_5,62_24,7_3,274018
-8.628318,41.158611,116_61,12_7,58_31,6_4,134546
-8.628849,41.158881,105_66,11_7,53_33,6_4,276276
-8.629173,41.158881,98_66,10_7,49_33,5_4,276241
-8.630262,41.158323,77_55,8_6,39_28,4_3,276247
-8.63145,41.158395,53_56,6_6,27_28,3_3,288427
-8.631774,41.158458,46_58,5_6,23_29,3_3,288428
-8.632188,41.158512,38_59,4_6,19_30,2_3,288430
-8.632215,41.158431,38_57,4_6,19_29,2_3,288430
-8.6301,41.159682,80_82,8_9,40_41,4_5,244195
-8.630118,41.15907,80_70,8_7,40_35,4_4,156184
-8.630163,41.158989,79_68,8_7,40_34,4_4,156185
-8.629983,41.158611,82_61,9_7,41_31,5_4,276245
-8.630181,41.15835,78_55,8_6,39_28,4_3,276247
-8.630235,41.157603,77_40,8_4,39_20,4_2,276251
-8.629218,41.157054,98_29,10_3,49_15,5_2,274005
-8.62875,41.156955,107_27,11_3,54_14,6_2,276261
-8.628147,41.156496,119_18,12_2,60_9,6_1,80864
-8.624601,41.157261,190_34,19_4,95_17,10_2,2949
-8.624925,41.157288,183_34,19_4,92_17,10_2,2951
-8.625024,41.157315,181_35,19_4,91_18,10_2,2951
-8.625276,41.157342,176_35,18_4,88_18,9_2,2951
-8.6256,41.157405,170_36,17_4,85_18,9_2,2951
-8.62587,41.157423,164_37,17_4,82_19,9_2,2951
-8.626257,41.157513,157_39,16_4,79_20,8_2,2951
-8.626419,41.157549,154_39,16_4,77_20,8_2,2951
-8.62659,41.157549,150_39,15_4,75_20,8_2,2952
-8.627076,41.157639,140_41,14_5,70_21,7_3,2952
-8.627166,41.157594,139_40,14_4,70_20,7_2,2952
-8.627346,41.15763,135_41,14_5,68_21,7_3,2952
-8.627544,41.15772,131_43,14_5,66_22,7_3,2952
-8.627913,41.158062,124_50,13_5,62_25,7_3,276267
-8.628111,41.158476,120_58,12_6,60_29,6_3,134544
-8.629191,41.158926,98_67,10_7,49_34,5_4,276241
-8.629407,41.158917,94_67,10_7,47_34,5_4,276242
-8.629812,41.158791,86_64,9_7,43_32,5_4,276244
-8.630514,41.158233,72_53,8_6,36_27,4_3,231194
-8.632899,41.158584,24_60,3_6,12_30,2_3,288432
-8.627634,41.155695,129_2,13_1,65_1,7_1,127919
-8.628219,41.156604,118_20,12_2,59_10,6_1,80864
-8.628399,41.156856,114_26,12_3,57_13,6_2,80864
-8.628021,41.157594,121_40,13_4,61_20,7_2,276278
-8.627913,41.157864,124_46,13_5,62_23,7_3,276280
-8.62857,41.158773,110_64,11_7,55_32,6_4,134547
-8.630235,41.158242,77_53,8_6,39_27,4_3,276264
-8.630523,41.157153,71_31,8_4,36_16,4_2,10197
-8.631747,41.156955,47_27,5_3,24_14,3_2,259927
-8.632809,41.158143,26_51,3_6,13_26,2_3,131992
-8.63397,41.158809,2_65,1_7,1_33,1_4,288419
-8.62452,41.159322,191_75,20_8,96_38,10_4,208979
-8.630568,41.159646,71_81,8_9,36_41,4_5,142764
-8.629839,41.158683,85_62,9_7,43_31,5_4,189267
-8.630298,41.157738,76_43,8_5,38_22,4_3,250699
-8.629623,41.157099,89_30,9_3,45_15,5_2,250707
-8.628795,41.156982,106_28,11_3,53_14,6_2,276261
-8.628525,41.156973,111_28,12_3,56_14,6_2,80865
-8.627832,41.155947,125_7,13_1,63_4,7_1,80864
-8.624376,41.157333,194_35,20_4,97_18,10_2,2949
-8.625411,41.157369,174_36,18_4,87_18,9_2,2951
-8.6265,41.157486,152_38,16_4,76_19,8_2,2951
-8.627472,41.157639,132_41,14_5,66_21,7_3,2952
-8.627931,41.157873,123_46,13_5,62_23,7_3,2959
-8.627994,41.157756,122_44,13_5,61_22,7_3,276279
-8.628156,41.158449,119_57,12_6,60_29,6_3,134544
-8.628822,41.159106,105_71,11_8,53_36,6_4,148168
-8.62857,41.159961,110_88,11_9,55_44,6_5,148169
-8.630892,41.159979,64_88,7_9,32_44,4_5,142763
-8.630244,41.159016,77_69,8_7,39_35,4_4,156184
-8.630271,41.158944,76_67,8_7,38_34,4_4,156185
-8.630001,41.158566,82_60,9_6,41_30,5_3,276245
-8.630325,41.157954,75_47,8_5,38_24,4_3,276248
-8.630154,41.15736,79_36,8_4,40_18,4_2,276253
-8.629461,41.156802,93_24,10_3,47_12,5_2,208934
-8.629803,41.155713,86_3,9_1,43_2,5_1,2939
-8.629911,41.157675,84_42,9_5,42_21,5_3,225325
-8.629974,41.157324,82_35,9_4,41_18,5_2,250704
-8.629434,41.156901,93_26,10_3,47_13,5_2,208934
-8.629587,41.156172,90_12,9_2,45_6,5_1,2934
-8.623296,41.156991,216_28,22_3,108_14,11_2,80862
-8.625438,41.157369,173_36,18_4,87_18,9_2,2951
-8.627751,41.157792,127_44,13_5,64_22,7_3,2953
-8.628003,41.158098,122_50,13_5,61_25,7_3,276268
-8.628228,41.158431,117_57,12_6,59_29,6_3,134544
-8.628741,41.159601,107_80,11_8,54_40,6_4,148168
-8.627895,41.156253,124_13,13_2,62_7,7_1,80864
-8.628381,41.156865,114_26,12_3,57_13,6_2,80864
-8.628471,41.156991,112_28,12_3,56_14,6_2,80865
-8.628282,41.157459,116_38,12_4,58_19,6_2,225385
-8.628057,41.157666,121_42,13_5,61_21,7_3,274015
-8.628057,41.1579,121_46,13_5,61_23,7_3,274018
-8.628426,41.158575,113_60,12_6,57_30,6_3,278838
-8.629803,41.15862,86_61,9_7,43_31,5_4,250692
-8.628786,41.159637,106_81,11_9,53_41,6_5,136780
-8.628813,41.15952,106_79,11_8,53_40,6_4,136780
-8.628822,41.159412,105_77,11_8,53_39,6_4,136780
-8.62893,41.159043,103_69,11_7,52_35,6_4,136781
-8.629047,41.158962,101_68,11_7,51_34,6_4,136783
-8.629542,41.158818,91_65,10_7,46_33,5_4,276243
-8.630289,41.15772,76_43,8_5,38_22,4_3,276250
-8.629533,41.156982,91_28,10_3,46_14,5_2,276257
-8.628174,41.157198,118_32,12_4,59_16,6_2,274012
-8.628165,41.157423,119_37,12_4,60_19,6_2,274013
-8.628273,41.157531,116_39,12_4,58_20,6_2,274013
-8.631549,41.158863,51_66,6_7,26_33,3_4,234774
-8.631108,41.159286,60_74,6_8,30_37,3_4,234778
-8.630298,41.15916,76_72,8_8,38_36,4_4,156183
-8.629947,41.15871,83_63,9_7,42_32,5_4,156186
-8.630289,41.158251,76_53,8_6,38_27,4_3,276264
-8.630226,41.157567,77_40,8_4,39_20,4_2,276251
-8.629659,41.157036,89_29,9_3,45_15,5_2,276256
-8.628804,41.157,106_28,11_3,53_14,6_2,276261
-8.628426,41.157216,113_33,12_4,57_17,6_2,274012
-8.628138,41.158287,119_54,12_6,60_27,6_3,274020
-8.628669,41.159556,109_80,11_8,55_40,6_4,148168
-8.623728,41.158791,207_64,21_7,104_32,11_4,208984
-8.624682,41.159565,188_80,19_8,94_40,10_4,208975
-8.624691,41.159817,188_85,19_9,94_43,10_5,208974
-8.624988,41.157297,182_34,19_4,91_17,10_2,2951
-8.62713,41.157666,139_42,14_5,70_21,7_3,2952
-8.627409,41.15772,134_43,14_5,67_22,7_3,2952
-8.632359,41.15844,35_57,4_6,18_29,2_3,288425
-8.630712,41.158161,68_52,7_6,34_26,4_3,288433
-8.630406,41.158107,74_51,8_6,37_26,4_3,288434
-8.629515,41.157054,92_29,10_3,46_15,5_2,276257
-8.628732,41.156919,107_27,11_3,54_14,6_2,80865
-8.628417,41.157054,114_29,12_3,57_15,6_2,276271
-8.627184,41.157495,138_38,14_4,69_19,7_2,2967
-8.625096,41.15718,180_32,18_4,90_16,9_2,2971
-8.624988,41.157189,182_32,19_4,91_16,10_2,2971
-8.625096,41.156325,180_15,18_2,90_8,9_1,10813
-8.624574,41.15718,190_32,19_4,95_16,10_2,2949
-8.626311,41.157549,156_39,16_4,78_20,8_2,2951
-8.626581,41.157648,150_41,15_5,75_21,8_3,2952
-8.627238,41.157711,137_43,14_5,69_22,7_3,2952
-8.627868,41.157855,125_45,13_5,63_23,7_3,2959
-8.627994,41.157972,122_48,13_5,61_24,7_3,276267
-8.627967,41.158071,123_50,13_5,62_25,7_3,276267
-8.628408,41.158566,114_60,12_6,57_30,6_3,134546
-8.628921,41.158782,103_64,11_7,52_32,6_4,276276
-8.629902,41.158665,84_62,9_7,42_31,5_4,276245
-8.631324,41.158314,55_55,6_6,28_28,3_3,288427
-8.63361,41.158611,10_61,1_7,5_31,1_4,288419
-8.624664,41.159511,189_79,19_8,95_40,10_4,208976
-8.623521,41.158647,211_61,22_7,106_31,11_4,208984
-8.623602,41.15763,210_41,21_5,105_21,11_3,53210
-8.623773,41.157414,206_37,21_4,103_19,11_2,53210
-8.623854,41.157342,205_35,21_4,103_18,11_2,53210
-8.624394,41.157099,194_30,20_3,97_15,10_2,2949
-8.624655,41.157261,189_34,19_4,95_17,10_2,2949
-8.625546,41.157333,171_35,18_4,86_18,9_2,2951
-8.627013,41.157585,142_40,15_4,71_20,8_2,2952
-8.623611,41.158692,210_62,21_7,105_31,11_4,208984
-8.624619,41.159331,190_75,19_8,95_38,10_4,208979
-8.624691,41.159421,188_77,19_8,94_39,10_4,208977
-8.624736,41.16015,187_91,19_10,94_46,10_5,229911
-8.623215,41.156973,218_28,22_3,109_14,11_2,80862
-8.625708,41.157405,168_36,17_4,84_18,9_2,2951
-8.627715,41.157747,128_43,13_5,64_22,7_3,2952
-8.628012,41.158242,122_53,13_6,61_27,7_3,276268
-8.629119,41.158845,100_65,10_7,50_33,5_4,276241
-8.62956,41.158818,91_65,10_7,46_33,5_4,276243
-8.629749,41.158755,87_63,9_7,44_32,5_4,276244
-8.630289,41.157909,76_47,8_5,38_24,4_3,276249
-8.630127,41.15736,79_36,8_4,40_18,4_2,276253
-8.629497,41.156739,92_23,10_3,46_12,5_2,208935
-8.629551,41.156604,91_20,10_2,46_10,5_1,208935
-8.623305,41.156964,216_28,22_3,108_14,11_2,80862
-8.623386,41.157018,214_29,22_3,107_15,11_2,80862
-8.62425,41.157135,197_31,20_4,99_16,10_2,2949
-8.625789,41.157387,166_36,17_4,83_18,9_2,2951
-8.627391,41.157558,134_40,14_4,67_20,7_2,2952
-8.627436,41.15763,133_41,14_5,67_21,7_3,2952
-8.627616,41.157711,130_43,13_5,65_22,7_3,2952
-8.62785,41.158116,125_51,13_6,63_26,7_3,276268
-8.628759,41.158845,107_65,11_7,54_33,6_4,134549
-8.628642,41.159826,109_85,11_9,55_43,6_5,148168
-8.628237,41.156388,117_16,12_2,59_8,6_1,80864
-8.62857,41.156667,110_22,11_3,55_11,6_2,80864
-8.62866,41.156901,109_26,11_3,55_13,6_2,80865
-8.628021,41.157477,121_38,13_4,61_19,7_2,276275
-8.627958,41.15781,123_45,13_5,62_23,7_3,276280
-8.628417,41.158593,114_60,12_6,57_30,6_3,134546
-8.628597,41.159853,110_85,11_9,55_43,6_5,148168
-8.63343,41.158548,13_59,2_6,7_30,1_3,164196
-8.632368,41.158368,35_56,4_6,18_28,2_3,288425
-8.631981,41.158404,42_56,5_6,21_28,3_3,288425
-8.631783,41.158449,46_57,5_6,23_29,3_3,288425
-8.631549,41.158413,51_57,6_6,26_29,3_3,288425
-8.631108,41.158251,60_53,6_6,30_27,3_3,288426
-8.631081,41.158179,60_52,6_6,30_26,3_3,288426
-8.630316,41.157927,76_47,8_5,38_24,4_3,276249
-8.630172,41.15736,78_36,8_4,39_18,4_2,276253
-8.629722,41.157,87_28,9_3,44_14,5_2,276256
-8.629488,41.156919,92_27,10_3,46_14,5_2,208934
-8.629443,41.156766,93_24,10_3,47_12,5_2,208935
-8.629506,41.156451,92_17,10_2,46_9,5_1,2934
-8.629668,41.15592,89_7,9_1,45_4,5_1,225124
-8.62344,41.158548,213_59,22_6,107_30,11_3,208985
-8.623764,41.159223,207_73,21_8,104_37,11_4,16855
-8.62776,41.155956,127_8,13_1,64_4,7_1,80864
-8.628381,41.156991,114_28,12_3,57_14,6_2,80865
-8.627967,41.157585,123_40,13_4,62_20,7_2,276278
-8.627931,41.157909,123_47,13_5,62_24,7_3,276266
-8.628435,41.15862,113_61,12_7,57_31,6_4,134547
-8.628606,41.159637,110_81,11_9,55_41,6_5,148168
-8.629083,41.156559,100_20,10_2,50_10,5_1,254821
-8.629317,41.156622,96_21,10_3,48_11,5_2,254821
-8.629335,41.156946,95_27,10_3,48_14,5_2,276258
-8.62884,41.15709,105_30,11_3,53_15,6_2,274008
-8.62821,41.157387,118_36,12_4,59_18,6_2,274013
-8.627994,41.157963,122_48,13_5,61_24,7_3,274018
-8.628561,41.158782,111_64,12_7,56_32,6_4,134547
-8.629632,41.158737,89_63,9_7,45_32,5_4,276243
-8.630496,41.158269,72_54,8_6,36_27,4_3,231194
-8.632188,41.15853,38_59,4_6,19_30,2_3,288430
-8.633592,41.158773,10_64,1_7,5_32,1_4,288419
-8.628786,41.159421,106_77,11_8,53_39,6_4,136780
-8.629551,41.158782,91_64,10_7,46_32,5_4,276243
-8.630298,41.157648,76_41,8_5,38_21,4_3,276251
-8.629461,41.156622,93_21,10_3,47_11,5_2,208935
-8.630073,41.158998,80_68,8_7,40_34,4_4,156185
-8.629983,41.158881,82_66,9_7,41_33,5_4,156185
-8.630208,41.158332,78_55,8_6,39_28,4_3,250695
-8.629551,41.157126,91_31,10_4,46_16,5_2,250708
-8.628939,41.157225,103_33,11_4,52_17,6_2,225407
-8.628336,41.157153,115_31,12_4,58_16,6_2,276271
-8.627202,41.157603,138_40,14_4,69_20,7_2,2967
-8.627076,41.157594,140_40,14_4,70_20,7_2,2967
-8.624619,41.157189,190_32,19_4,95_16,10_2,2949
-8.62632,41.157504,155_38,16_4,78_19,8_2,2951
-8.62713,41.15763,139_41,14_5,70_21,7_3,2952
-8.627517,41.157675,132_42,14_5,66_21,7_3,2952
-8.62785,41.15772,125_43,13_5,63_22,7_3,2954
-8.627994,41.158017,122_49,13_5,61_25,7_3,276267
-8.627994,41.158125,122_51,13_6,61_26,7_3,276268
-8.629056,41.15889,101_66,11_7,51_33,6_4,276277
-8.629254,41.158917,97_67,10_7,49_34,5_4,276241
-8.630145,41.158431,79_57,8_6,40_29,4_3,250694
-8.630154,41.157495,79_38,8_4,40_19,4_2,273998
-8.628912,41.157054,104_29,11_3,52_15,6_2,274008
-8.6283,41.157207,116_33,12_4,58_17,6_2,276272
-8.62821,41.157279,118_34,12_4,59_17,6_2,276273
-8.628318,41.157468,116_38,12_4,58_19,6_2,274013
-8.628336,41.157387,115_36,12_4,58_18,6_2,274013
-8.628219,41.157414,118_37,12_4,59_19,6_2,274013
-8.628129,41.157504,119_38,12_4,60_19,6_2,274013
-8.627976,41.15763,122_41,13_5,61_21,7_3,276278
-8.62659,41.15745,150_37,15_4,75_19,8_2,2968
-8.625168,41.157153,179_31,18_4,90_16,9_2,2971
-8.625051,41.157189,181_32,19_4,91_16,10_2,2971
-8.625105,41.156883,180_26,18_3,90_13,9_2,10812
-8.625465,41.155839,173_5,18_1,87_3,9_1,10813
-8.623575,41.155668,210_2,21_1,105_1,11_1,10798
-8.623449,41.155722,213_3,22_1,107_2,11_1,10799
-8.633772,41.158674,6_62,1_7,3_31,1_4,164195
-8.632413,41.157693,34_42,4_5,17_21,2_3,259926
-8.631225,41.156676,57_22,6_3,29_11,3_2,246153
-8.630181,41.157261,78_34,8_4,39_17,4_2,10195
-8.629605,41.157027,90_29,9_3,45_15,5_2,276257
-8.629344,41.156973,95_28,10_3,48_14,5_2,276258
-8.628885,41.157009,104_29,11_3,52_15,6_2,276261
-8.627778,41.157657,126_42,13_5,63_21,7_3,2965
-8.625483,41.157288,172_34,18_4,86_17,9_2,2971
-8.624997,41.157207,182_33,19_4,91_17,10_2,2971
-8.625015,41.156721,182_23,19_3,91_12,10_2,10812
-8.623314,41.155749,216_3,22_1,108_2,11_1,10800
-8.630865,41.160024,65_89,7_9,33_45,4_5,142763
-8.629965,41.15889,83_66,9_7,42_33,5_4,156185
-8.630226,41.158449,77_57,8_6,39_29,4_3,276246
-8.630361,41.158098,75_50,8_5,38_25,4_3,276265
-8.629389,41.157216,94_33,10_4,47_17,5_2,250663
-8.62821,41.156514,118_19,12_2,59_10,6_1,80864
-8.6283,41.157486,116_38,12_4,58_19,6_2,225384
-8.628102,41.157639,120_41,12_5,60_21,6_3,250668
-8.627544,41.158629,131_61,14_7,66_31,7_4,2653
-8.625393,41.159574,174_80,18_8,87_40,9_4,2652
-8.624943,41.159763,183_84,19_9,92_42,10_5,2652
-8.624331,41.15997,195_88,20_9,98_44,10_5,208041
-8.627859,41.156217,125_13,13_2,63_7,7_1,80864
-8.628462,41.157414,113_37,12_4,57_19,6_2,225388
-8.628129,41.158026,119_49,12_5,60_25,6_3,225358
-8.62866,41.159493,109_78,11_8,55_39,6_4,148168
-8.624421,41.159961,193_88,20_9,97_44,10_5,208041
-8.625276,41.159673,176_82,18_9,88_41,9_5,2652
-8.627148,41.158935,139_67,14_7,70_34,7_4,2652
-8.627355,41.1588,135_64,14_7,68_32,7_4,2653
-8.627679,41.158629,128_61,13_7,64_31,7_4,2653
-8.628453,41.158809,113_65,12_7,57_33,6_4,134547
-8.630307,41.158215,76_53,8_6,38_27,4_3,276264
-8.630154,41.157261,79_34,8_4,40_17,4_2,276254
-8.628174,41.157909,118_47,12_5,59_24,6_3,274045
-8.628237,41.15781,117_45,12_5,59_23,6_3,225393
-8.627976,41.157819,122_45,13_5,61_23,7_3,274017
-8.627391,41.15835,134_55,14_6,67_28,7_3,2653
-8.625789,41.15907,166_70,17_7,83_35,9_4,2652
-8.624799,41.159664,186_82,19_9,93_41,10_5,2652
-8.623737,41.159997,207_88,21_9,104_44,11_5,208041
-8.628174,41.156532,118_19,12_2,59_10,6_1,80864
-8.628111,41.157612,120_41,12_5,60_21,6_3,274014
-8.629155,41.158845,99_65,10_7,50_33,5_4,250686
-8.630109,41.158476,80_58,8_6,40_29,4_3,276246
-8.631828,41.15844,45_57,5_6,23_29,3_3,288428
-8.628426,41.157207,113_33,12_4,57_17,6_2,274012
-8.627994,41.157612,122_41,13_5,61_21,7_3,274014
-8.627922,41.15817,123_52,13_6,62_26,7_3,276268
-8.626509,41.158971,152_68,16_7,76_34,8_4,2652
-8.624898,41.159763,184_84,19_9,92_42,10_5,2652
-8.624763,41.159709,187_83,19_9,94_42,10_5,2652
-8.624664,41.159745,189_83,19_9,95_42,10_5,2652
-8.628507,41.156748,112_23,12_3,56_12,6_2,80864
-8.628489,41.156838,112_25,12_3,56_13,6_2,80864
-8.628102,41.157486,120_38,12_4,60_19,6_2,274013
-8.627967,41.157774,123_44,13_5,62_22,7_3,274016
-8.628399,41.158404,114_56,12_6,57_28,6_3,274035
-8.629938,41.158494,83_58,9_6,42_29,5_3,276246
-8.630298,41.15745,76_37,8_4,38_19,4_2,276252
-8.631288,41.156856,56_26,6_3,28_13,3_2,10202
-8.632368,41.157567,35_40,4_4,18_20,2_2,259926
-8.633232,41.158863,17_66,2_7,9_33,1_4,52556
-8.630946,41.16015,63_91,7_10,32_46,4_5,142763
-8.631063,41.160087,61_90,7_9,31_45,4_5,142763
